,username,eye_color,hair,skin_tone,skin_type,skin_concerns,foundation_color,review,recommend,unhelpful,helpful,star
2214,CaitlynPassmore,Green,Brunette,Porcelain,Combination,Dark circles,110,"I️ have extremely pale, combination skin. I️ first loved this Foundation because I️ could wear it all day without oxidizing, which is huge for us pale people. All day wear is tough though. I️ has to get a really moisturizing primer for this foundation to look good. Along with that, I️ really had to blend and take my time applying. I️ normally wear NARS Sheerglow foundation in 1, and I️ can just throw that on in three seconds without it looking bad at all. The FENTY foundation takes time to blend so that it looks nice. BUT if you take this time, it looks awesome and stays really well. You definitely have to shake the foundation really well and you don’t need a lot at all because you’ll look super casket with how matte this foundation is. If you have dry/combination skin, I️ highly recommend using moisturizer and a really moisturizing primer. I️ wouldn’t use the FENTY primer as it’s really mattifying as well. But overall, if it’s applied correctly, this can be a beautiful foundation!",1,0,0,80
2215,gharghoury,Hazel,Brunette,Olive,Normal,Blackheads,240,"It took three tries to find my color match with this foundation because it goes a bit darker when it dries, but this color is perfect for me. I love how it applies and how it sits on my skin throughout my day. I will say, however, that I don't wearing this foundation with the fenty primer. I have normal skin, but the mattifying effect is too severe for me, and makes it look unnaturally dry. I love wearing this foundation with a dewy, moisturizing primer. It looks like my skin, but better.",1,0,0,100
2216,Nashjau,Brown,Brunette,Porcelain,Oily,Acne,210,i love it but i realized ive been getting a few breakouts,1,0,0,100
2217,asanders3005,Unknown,Unknown,Unknown,Unknown,Unknown,190,"I was really hesitant to buy this foundation, the morning it dropped. Mainly because I have a lot, I don't wear mattes and I thought a celebrity would come out with a MEDIOCRE product. I bought it cause the price point seemed great and I genuinely wanted to try it. I LOVE IT. I don't usually wear mattes but this is such nice, flawless but natural coverage. Mid definitely say it's medium but buildable coverage. It lasts well and looks airbrushed. Im amazed!!",1,0,0,100
2218,lxll,Hazel,Blonde,Light,Combination,Acne,140,Completely in love. It looks so natural and has the perfect finish. I mix it with a drugstore foundation to make it last longer so i don’t have any oxidation although it is very liquidy. overall my favorite.,1,0,0,100
2220,SophLL,Brown,Brunette,Olive,Oily,Acne,300,"I’m shade 300. When I put it on, it’s too light for me, but within a few minutes it darkens to match my skin perfectly. It has a beautiful powdery, matte finish. Perfect for combo or oily skin. I set it with a MakeUp Forever setting powder and Urban Decay All Nighter setting spray.",1,0,0,100
2221,itsjordanrose,Hazel,Brunette,Fair,Combination,Dark circles,200,This is the foundation I have been waiting for. The finish is so gorgeous on this foundation and looks like it doesn't even need to be set. It gives the skin such a healthy glow but still mattifies my T zone. I've worn this foundation everyday since I bought it and I don't think I'll stop. It lasts so long and even stayed beautiful after a long day of moving into a new apartment. The coverage is definitely buildable and I think anybody with oily skin should give this foundation a try.,1,0,0,100
2222,caannddyy,Brown,Black,Medium,Combination,Blackheads,240,Best foundation I’ve ever used! I have oily skin and this foundation works wonders for me keeps me matte way longer than other foundations do. I love it.,1,0,0,100
2223,erinraspberry,Brown,Brunette,Light,Normal,Acne,170,"Exceptional quality foundation for only being $34! Its long lasting and doesnt feel like you have it caked on your skin. I follow up with this foundation with match stix in Mocha for contour and a light setting powder (either mary kay or it cosmetic's bye bye pores) and it will last all day. I think even just getting a sample of this alone would be worth it to just to see what your color is and what your undertones are. Fenty's line has helped me realize that I have ""cool"" undertones and has really changed how I buy makeup - no more too orangey or too yellowy bronzers and concealers for me! Neutral and warms are officially out!!",1,0,0,100
2224,kayla70949,Brown,Brunette,Medium,Dry,Acne,190,So you probably reading this if you have dry skin.. right? Well I have vey dry skin and Mate foundations scare me. This foundation is one of the best I've try it does NOT CLING TO DRY PATCHES! It looks flawless beautiful foundation hat goes to Rihanna! -LAST ALL DAY AND ITS LOOKS FLAWLESS -BEAUTIFUL FINISH -AMAZING COVERAGE GREAT APPLICATION,1,0,0,80
2225,laflare1017,Green,Brunette,Porcelain,Normal,Dullness,120,"As much as I tried to love this foundation it just did not work for me. I have normal to dry skin. I would moisturize and prep my skin in different ways and I would get the same result patchy cakeyness and as I would layer anything on top of the foundation the foundation would take it off, it was so horrible. I really loved the color of it especially the undertone of the foundation but this just did not work out for me. I've heard that this foundation works best for oily skin in my experience does not work well with dryer skin.",0,0,0,40
2226,LBRM,Brown,Brunette,Medium,Normal,Unknown,210,I hesitated to buy this because there were mixed reviews but I'm glad i did. this is the only foundation that does not rub off on my nose and stays matte all day. love the finish,1,0,0,100
2227,detxsccosta,Green,Brunette,Light,Dry,Unknown,120,"Gets a 2 star rating from me only because of the color match. Other than that, every time I give this a chance, I regret it. Heightens the appearance of my nose and cheek pores. Cakey around hairline, eyebrows and chin. I have tried using different primers and shaking the bottle really well but nothing is different. Will be returning because it's not even tolerable.",0,0,0,40
2228,mo114,Brown,Brunette,Medium,Combination,Acne,260,"First time using a liquid foundation in forever... and I LOVE it!!! I was super skeptical and watched a ton of YouTube videos before purchasing and I'm so glad I did. Coming from powder, I haven't been using the right brush with this but none the less it has still provided great coverage without looking cakey. I have already recommended this to friends and they have purchased and loved it as well.",1,0,0,100
2229,Kelliet27,Blue,Auburn,Porcelain,Combination,Unknown,110,"I was not a fan, horrible on dry skin. Clings to patches and lines",0,0,0,20
2230,Bmil,Green,Auburn,Light,Oily,Acne,200,"So I visited my local Sephora over the weekend and was introduced to this amazing foundation. I am impressed and have always been a MAC Studio Fix gal, but this foundation is everything and more. I love the matte, the soft feel, the way it goes on, and of course the way it hides fine lines and wrinkles and it doesn't have a strong smell which is also a big plus for me. I will never use another foundation now. This is all I need.",1,0,0,100
2231,mlysnchz,Brown,Brunette,Medium,Normal,Acne,240,So good. Not too thick but has a lot of coverage. Definitely a good buy. Not oily at all and at a very good price. I love it.,1,0,0,100
2232,Alexismcafee,Hazel,Brunette,Fair,Combination,Acne,120,"This product is very full coverage, dries very quickly, and the shade range is amazing. I have combination/dry skin. This foundation is a mate finish so it clung to my dry patches and made my skin look awful. If you have oily skin, you’ll probably love this, if you have dry skin or dry patches, you might not like the finish.",1,0,0,60
2233,Rosyconception,Brown,Black,Ebony,Combination,Dullness,470,"Love it! Its matte, has a smooth finish and I love the subtle red undertone she mixed with it. Usually I find that darker shades in other brands are either not dark enough of course, too dark like a pure dark chocolate, or have a yellow tint to it. I'm dark skin with red undertones that show through and this is the perfect match!",1,0,0,100
2234,bekkit52,Hazel,Black,Light,Oily,Calluses,230,"This foundation blow my mind, when I aplyed it to my face it was very liquidy and right when I rubbed it in, it thickened though out my face amazing",1,0,0,100
2235,LilyMoon1,Hazel,Brunette,Fair,Combination,Aging,100,im so sad! I love Riri and i loved the packaging and how it matched my skin tone when first applied... about 30 minutes later it had oxidized turning me a strange peachy orange color...it looked terrible... so i tried it with different primers... same problem... oxidized and i looked crazy... this went back.,0,0,0,20
2236,ohheyaaangie,Brown,Blonde,Light,Combination,Acne,200,"It’s not just about the Rihanna hype, this foundation is my go to for the rest of my life!! Never ever change the formula girl. I have slight rosacea and dark circles. My skin is super uneven and pretty dry. I use the Smashbox primerizer as my primer and get the best coverage/long wear!! Love this product.",1,0,0,100
